	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
DHX15	7116	6767	11805	16624
DHX16	1886	1721	2881	4068
DHX29	2383	2293	3592	5057
DHX30	5951	5105	8727	12757
DHX32	1040	950	1615	2295
DHX33	1136	930	1030	1935
DHX34	806	711	1122	1728
DHX35	527	497	712	1049
DHX36	3056	2866	2989	4963
DHX37	1806	1644	2490	3555
DHX38	2327	2137	3357	4322
DHX40	1497	1321	2274	3122
DHX57	2097	1890	2685	4105
DHX8	2668	2454	3525	5330
DHX9	19456	17633	31343	44163
DIAPH1	2768	2480	2031	4172
DIAPH2	1308	1204	1625	2575
DIAPH3	1910	1888	2320	3357
DICER1	5094	4777	6838	9770
DIDO1	3021	2642	3376	5280
DIMT1	785	611	1241	1768
DIP2A	909	785	935	1590
DIP2B	1776	1576	2422	3469
DIP2C	349	304	376	662
DIPK1A	214	194	294	419
DIPK1B	747	634	1079	1461
DIPK2A	387	349	486	703
DIRAS1	36	43	73	79
DIS3	3773	3655	5874	8338
DIS3L	1935	1707	2673	3867
DIS3L2	532	492	592	949
DISC1	123	115	154	252
DISP1	162	132	273	388
DIXDC1	232	238	317	416
DKC1	4523	4534	6647	8860
DLAT	2213	1989	3607	5002
DLC1	393	253	454	715
DLD	2589	2552	3986	5398
DLEC1	35	28	53	82
DLG1	1339	1221	1898	2773
DLG3	374	321	476	676
DLG4	50	43	59	118
DLG5	1119	1009	1184	1949
DLGAP4	130	90	117	178
DLGAP5	3522	3130	5666	7870
DLK2	37	45	53	86
DLL1	70	65	63	90
DLL3	79	54	76	116
DLST	1013	940	1302	1917
DLX1	105	103	133	187
DLX2	262	196	277	475
DMAC1	267	283	432	592
DMAC2	298	300	443	613
DMAC2L	195	175	244	390
DMAP1	456	475	586	792
DMBX1	20	12	25	32
DMC1	238	243	351	453
DMD	120	85	176	263
DMKN	627	496	1142	1513
DMPK	305	234	268	450
DMTF1	1814	1595	2709	3819
DMTN	44	43	48	66
DMWD	325	214	279	487
DMXL1	2742	2291	3588	5418
DMXL2	2044	1826	2840	4121
DNA2	1821	1705	2228	3329
DNAAF2	716	653	867	1328
DNAAF3	45	35	68	90
DNAAF4	80	69	117	128
DNAAF5	889	768	924	1612
DNAH1	467	366	443	761
DNAH10	59	54	76	99
DNAH11	600	536	781	1210
DNAH14	1453	1344	2091	3052
DNAH17	74	74	78	167
DNAH6	247	234	292	451
DNAH7	108	98	122	190
DNAJA1	5777	5715	9276	11960
DNAJA2	2256	2225	3480	4774
DNAJA3	1561	1443	2268	3124
DNAJA4	22	13	22	34
DNAJB1	793	715	1207	1573
DNAJB11	593	551	935	1240
DNAJB12	439	416	733	978
DNAJB14	238	245	367	511
DNAJB2	52	50	92	125
DNAJB4	182	156	259	363
DNAJB5	59	42	68	111
DNAJB6	384	390	639	924
DNAJB7	43	45	75	121
DNAJB9	109	94	222	297
DNAJC1	656	582	952	1415
DNAJC10	3310	3175	4735	6691
DNAJC11	1836	1740	2109	3268
DNAJC12	250	251	379	542
DNAJC13	3144	3006	4041	5832
DNAJC14	482	475	825	1137
DNAJC16	408	350	508	746
DNAJC17	260	249	380	468
DNAJC18	240	195	303	440
DNAJC19	175	195	291	410
DNAJC2	2233	2249	3213	4259
DNAJC21	1077	1005	1600	2004
DNAJC22	35	29	32	60
DNAJC24	198	189	315	430
DNAJC25	184	215	284	449
DNAJC27	62	56	72	86
DNAJC28	51	49	68	98
DNAJC3	936	910	1285	1760
DNAJC30	48	45	71	91
DNAJC4	42	36	82	153
DNAJC5	394	358	517	803
DNAJC6	357	270	523	763
DNAJC7	3002	2836	4492	5896
DNAJC8	2291	2397	3446	4553
DNAJC9	683	671	1106	1469
DNAL1	182	165	167	288
DNAL4	65	67	119	162
DNASE1	106	76	116	193
DNASE1L1	268	238	390	570
DNASE1L2	29	28	49	59
DNASE2	222	210	459	550
DND1	73	65	85	114
DNHD1	613	442	443	842
DNLZ	85	91	136	178
DNM1	259	204	241	464
DNM1L	2732	2476	4144	6059
DNM2	2410	2101	3395	4924
DNM3	198	152	235	329
DNMBP	415	336	377	594
DNMT1	6279	5641	7352	11586
DNMT3A	264	254	345	480
DNMT3B	535	470	735	1184
DNPEP	469	388	785	1081
DNPH1	594	514	751	1078
DNTTIP1	515	501	740	934
DNTTIP2	4303	4087	6663	8888
DOC2A	50	32	44	104
DOCK1	2576	2323	3148	4803
DOCK11	1070	1026	1562	2244
DOCK3	780	632	796	1409
DOCK4	915	792	1143	1842
DOCK5	699	581	686	1224
DOCK6	255	191	184	368
DOCK7	3865	3495	5238	7976
DOCK8	72	69	73	138
DOCK9	812	709	1080	1659
DOHH	158	148	260	351
DOK1	97	70	107	170
DOK3	56	50	62	99
DOK4	36	31	74	115
DOLK	340	273	616	727
DOLPP1	193	158	359	491
DONSON	1131	1032	1627	2453
DOP1A	2333	2056	3193	4733
DOP1B	461	414	450	802
DOT1L	794	677	655	1203
DPAGT1	236	241	437	620
DPCD	550	558	703	960
DPF1	116	108	166	237
DPF2	610	566	803	1152
DPF3	41	46	56	77
DPH1	565	496	936	1241
DPH2	834	739	1274	1776
DPH3	142	135	200	267
DPH5	861	775	1251	1686
DPH6	162	132	229	310
DPH7	698	639	1041	1465
DPM1	976	951	1690	2285
DPM2	112	123	229	304
DPM3	136	131	208	247
DPP3	769	683	1069	1509
DPP4	35	34	31	57
DPP7	109	89	141	201
DPP8	1162	1023	1371	2184
DPP9	776	658	934	1523
DPY19L1	647	561	1052	1462
DPY19L3	582	604	805	1263
DPY19L4	654	535	816	1165
DPY30	305	284	574	764
DPYSL2	490	388	543	816
DPYSL3	25	34	63	98
DPYSL4	223	187	317	425
DPYSL5	734	657	784	1285
DR1	910	855	1453	2035
DRAM1	18	20	28	49
DRAM2	372	313	600	949
DRAP1	624	729	971	1168
DRC3	131	115	162	254
DRG1	2314	2189	3826	5213
DRG2	1320	1245	2079	2940
DRICH1	20	19	17	31
DROSHA	2876	2380	2707	4799
DSC2	358	301	418	644
DSC3	575	511	725	1071
DSCC1	839	826	1141	1653
DSE	492	397	823	1102
DSG2	1917	1582	2106	3245
DSN1	939	887	1393	1955
DSP	7377	6513	8240	12944
DST	6961	6630	9174	12755
DSTN	768	709	1161	1549
DSTYK	721	641	735	1248
DTD2	199	173	251	426
DTL	2613	2116	3689	5418
DTNA	238	198	310	499
DTNB	340	304	443	699
DTNBP1	342	311	280	517
DTWD1	144	132	214	352
DTWD2	171	114	280	337
DTX2	45	38	51	88
DTX3	61	52	116	162
DTX3L	135	96	179	273
DTYMK	987	986	1549	2109
DUS1L	2298	2092	3233	4684
DUS2	421	416	509	795
DUS3L	1052	1024	1560	2263
DUS4L	183	154	256	384
DUSP1	136	93	269	390
DUSP10	31	18	57	87
DUSP11	549	537	869	1266
DUSP12	522	528	791	1134
DUSP14	180	158	306	460
DUSP16	485	374	539	764
DUSP18	36	40	48	82
DUSP19	46	65	72	98
DUSP2	48	41	59	98
DUSP22	127	114	195	267
DUSP3	257	218	410	584
DUSP5	14	16	50	71
DUSP7	162	125	203	283
DUSP8	22	17	25	35
DUSP9	168	155	264	384
DUT	1078	1133	1567	2257
DVL1	993	914	1736	2265
DVL2	842	688	1239	1819
DVL3	432	386	579	842
DXO	406	373	577	815
DYM	735	588	1117	1563
DYNC1H1	25794	23582	29071	46315
DYNC1I1	28	12	28	41
DYNC1I2	1177	1114	1723	2460
DYNC1LI1	2418	2318	3807	5226
DYNC1LI2	1305	1250	1552	2378
DYNC2H1	11061	10543	14486	19975
DYNC2LI1	553	526	818	1096
DYNLL1	868	855	1594	2075
DYNLL2	166	146	213	329
DYNLRB1	245	222	463	634
DYNLT1	582	559	986	1384
DYNLT3	162	160	254	343
DYRK1A	1169	1015	1783	2716
DYRK1B	101	93	156	248
DYRK2	793	770	1044	1539
DYRK3	458	382	572	927
DYRK4	230	219	491	696
DZANK1	83	70	89	143
DZIP1	2337	2108	2871	4294
DZIP1L	301	294	280	400
DZIP3	1854	1756	2876	4053
E2F1	703	653	1201	1689
E2F2	252	238	261	403
E2F3	631	575	856	1344
E2F4	1067	823	1591	2177
E2F5	489	439	630	912
E2F6	220	225	271	402
E2F7	675	624	860	1316
E2F8	609	526	669	1020
E4F1	883	770	1264	1867
EAF1	330	280	492	702
EAF2	89	71	113	186
EAPP	666	588	1087	1446
EARS2	658	590	959	1310
EBAG9	186	161	288	425
EBF2	25	16	36	49
EBF3	205	181	269	374
EBF4	35	20	40	74
EBLN2	138	131	156	237
EBNA1BP2	2746	2843	4216	5806
EBP	348	324	568	816
EBPL	348	302	559	800
ECD	1090	1035	1602	2287
ECE1	424	311	444	783
ECEL1	61	46	89	142
ECH1	279	268	338	449
ECHDC1	1411	1300	2074	2658
ECHDC2	68	31	60	94
ECHS1	2203	2088	3015	4296
ECI1	747	618	1072	1520
ECI2	2062	1938	3099	4480
ECM1	14	13	22	25
ECM2	104	118	75	160
ECPAS	6327	5906	8627	12658
ECSIT	572	539	937	1267
ECT2	3266	2881	5048	6872
ECT2L	49	39	44	45
EDA	54	36	48	72
EDA2R	52	37	56	104
EDARADD	44	31	49	68
EDC3	880	764	817	1497
EDC4	2121	1669	2896	4364
EDDM13	31	33	16	65
EDEM1	774	737	975	1393
EDEM2	380	316	609	890
EDEM3	1351	1292	1857	2758
EDF1	1563	1337	2425	3340
EDIL3	30	23	59	60
EDNRA	34	28	61	62
EDRF1	2208	1957	3136	4577
EEA1	1365	1184	1670	2207
EED	962	883	1275	1844
EEF1A1	9061	7929	18939	26758
EEF1A2	224	200	361	536
EEF1AKMT1	198	174	288	430
EEF1AKMT2	113	128	116	179
EEF1AKMT4	61	71	99	125
EEF1AKNMT	1374	1243	1591	2335
EEF1B2	1837	1673	2831	3634
EEF1D	3825	3620	6438	8417
EEF1E1	334	263	731	885
EEF1G	9806	9181	15784	22306
EEF2	47683	41951	80244	111550
EEF2K	428	391	478	775
EEF2KMT	206	142	338	408
EEFSEC	304	240	328	499
EEPD1	131	130	142	210
EFCAB10	47	48	57	108
EFCAB11	123	136	182	315
EFCAB13	78	61	67	143
EFCAB14	525	478	636	930
EFCAB2	102	76	110	187
EFCAB6	93	76	126	210
EFCAB7	455	392	623	959
EFEMP2	16	15	31	39
EFHC1	398	400	639	856
EFHD1	26	26	21	48
EFHD2	201	184	288	395
EFL1	1236	1109	1691	2515
EFNA4	35	24	55	77
EFNA5	127	98	126	193
EFNB1	165	117	243	377
EFNB2	143	109	264	389
EFNB3	19	33	24	32
EFR3A	839	826	1151	1722
EFR3B	118	95	128	258
EFTUD2	5918	5503	7803	11544
EGFL7	102	77	122	184
EGFL8	70	52	69	89
EGFLAM	16	13	36	34
EGFR	139	128	137	262
EGLN1	705	645	891	1390
EGLN2	439	421	640	953
EGLN3	45	37	62	105
EHBP1	1490	1352	1625	2603
EHBP1L1	52	41	51	90
EHD1	322	307	423	637
EHD3	149	145	213	283
EHD4	410	428	787	1035
EHHADH	178	175	246	353
EHMT1	1333	1232	1701	2534
EHMT2	1331	1179	1716	2612
EI24	2451	2086	3940	5294
EID1	1268	1239	1827	2372
EID2	242	253	359	467
EID2B	40	44	48	62
EID3	102	109	74	125
EIF1	1049	997	996	1673
EIF1AD	331	313	359	628
EIF1AX	438	535	775	1096
EIF1B	396	355	475	760
EIF2A	2627	2289	4256	6146
EIF2AK1	2367	2117	2792	4293
EIF2AK2	1127	1014	1375	2007
EIF2AK3	481	412	656	1031
EIF2AK4	1942	1701	2606	3744
EIF2B1	1245	1094	1928	2576
EIF2B2	765	676	1152	1622
EIF2B3	1439	1398	2194	3069
EIF2B4	793	788	1121	1467
EIF2B5	949	908	1552	2189
EIF2D	1632	1539	2624	3804
EIF2S1	1889	1792	2832	3980
EIF2S2	1770	1728	3058	4269
EIF2S3	4119	3624	6873	9176
EIF3A	14368	14106	19671	24430
EIF3B	8719	8497	12889	18288
EIF3C	73	67	111	182
EIF3D	8043	7390	12786	18393
EIF3E	7054	6231	12588	17485
EIF3F	1448	1385	2170	3359
EIF3G	2670	2513	4830	6833
EIF3H	2582	2424	4070	5633
EIF3I	6877	6184	12304	17284
EIF3J	745	723	1085	1349
EIF3K	3444	3329	5215	7348
EIF3L	6676	5545	12450	17131
EIF3M	6965	6848	10452	14389
EIF4A1	17318	16084	27439	38596
EIF4A2	2874	2822	4782	6498
EIF4A3	3505	3172	5504	7788
EIF4B	3505	3347	5625	7546
EIF4E	242	231	433	589
EIF4E2	781	752	1392	1819
EIF4E3	110	94	102	178
EIF4EBP1	589	615	812	1191
EIF4EBP2	157	128	235	352
EIF4ENIF1	816	779	925	1423
EIF4G1	16497	14746	19772	31328
EIF4G2	25221	22180	31440	48729
EIF4G3	4318	3775	5149	7906
EIF4H	1109	958	2202	2914
EIF5	5112	4774	7140	10433
EIF5A	2749	2701	4081	5656
EIF5A2	107	106	123	202
EIF5B	3693	3724	3980	4527
EIF6	830	733	1445	2030
EIPR1	487	449	672	955
ELAC1	79	77	103	187
ELAC2	3152	2854	4970	6992
ELAVL1	1482	1244	2080	3095
ELAVL2	162	136	268	379
ELF1	388	308	484	804
ELF2	954	852	1255	1987
ELF4	275	228	235	453
ELK1	493	382	642	945
ELK3	66	71	107	149
ELK4	298	303	341	563
ELL	157	128	225	345
ELL2	229	223	470	620
ELL3	72	49	120	172
ELMO1	31	28	42	62
ELMO2	570	485	744	986
ELMO3	65	59	83	146
ELMOD1	63	49	97	115
ELMOD2	561	545	872	1240
ELMOD3	188	112	254	371
ELMSAN1	378	319	288	529
ELOA	2412	2243	3249	4687
ELOB	1827	1670	2913	3851
ELOC	526	500	1052	1422
ELOF1	335	346	583	722
ELOVL1	330	272	587	776
ELOVL2	153	139	264	370
ELOVL4	290	322	509	737
ELOVL5	915	679	1578	2048
ELOVL6	211	162	277	337
ELOVL7	129	127	162	243
ELP1	4925	4466	6956	9747
ELP2	1879	1635	2446	3742
ELP3	688	662	1086	1603
ELP4	499	372	856	1202
ELP5	669	612	1090	1500
ELP6	747	729	1213	1763
EMB	319	262	561	853
EMC1	2023	1762	2207	3805
EMC10	703	622	1169	1600
EMC2	606	631	889	1169
EMC3	1078	923	1976	2842
EMC4	503	400	792	1212
EMC6	103	116	306	402
EMC7	340	321	574	771
EMC8	566	509	832	1244
EMC9	217	243	360	492
EMD	856	757	1374	1794
EME1	621	559	895	1199
EME2	162	153	186	261
EMG1	1026	938	1584	2166
EMID1	36	25	46	69
EMILIN1	29	23	46	65
EMILIN2	665	546	716	1076
EMILIN3	203	170	242	374
EML1	530	564	798	1252
EML2	155	151	252	319
EML3	214	218	255	406
EML4	2208	2032	3291	4769
EML6	267	219	289	435
EMP2	128	81	213	300
EMP3	63	40	143	167
EMSY	544	438	690	986
EMX1	24	15	22	48
EN2	157	117	135	228
ENAH	2778	2509	4552	5953
ENC1	102	75	127	163
ENDOD1	131	116	227	312
ENDOG	342	324	561	699
ENDOV	89	84	114	156
ENGASE	290	296	397	567
ENHO	16	13	42	56
ENKD1	132	104	183	190
ENO1	42764	38955	73770	100976
ENO2	171	147	181	333
ENO3	24	28	43	42
ENO4	33	37	42	51
ENOPH1	837	841	1070	1566
ENOSF1	428	399	486	727
ENOX1	215	211	273	437
ENOX2	551	477	754	997
ENPEP	64	68	58	95
ENPP1	636	601	876	1359
ENPP4	242	228	386	591
ENPP5	30	32	46	67
ENSA	1074	1065	1899	2566
ENTPD1	34	23	27	44
ENTPD4	522	499	707	1024
ENTPD5	232	162	279	415
ENTPD6	493	486	806	1084
ENTPD7	718	643	933	1467
ENTR1	989	971	1313	1948
ENY2	979	1018	1488	2063
EOGT	350	249	486	694
EOMES	31	37	69	56
EP300	2917	2235	2180	4261
EP400	1757	1290	1050	2396
EPAS1	79	57	79	118
EPB41	3165	2841	4079	6100
EPB41L1	240	199	204	426
EPB41L2	2377	2175	2928	4059
EPB41L3	1036	925	1426	1969
EPB41L4A	111	87	96	166
EPB41L4B	139	138	167	281
EPB41L5	547	482	757	1163
EPC1	597	518	903	1321
EPC2	1001	961	1569	2423
EPDR1	43	47	74	94
EPG5	970	876	997	1706
EPHA10	37	25	50	94
EPHA2	161	138	167	292
EPHA3	397	338	590	840
EPHA4	641	538	837	1237
EPHA5	58	56	68	105
EPHA6	520	506	650	901
EPHA7	1156	1084	1550	2179
EPHA8	59	51	98	137
EPHB1	51	41	62	115
EPHB2	213	183	341	501
EPHB3	20	22	38	59
EPHB4	1083	1001	1524	2041
EPHX1	367	307	349	631
EPHX2	131	102	149	229
EPHX4	65	62	88	130
EPM2A	49	38	54	92
EPN1	684	637	579	1134
EPN2	424	329	570	788
EPOP	33	37	31	69
EPOR	49	32	57	79
EPPK1	227	196	182	381
EPRS	15319	14458	23755	32985
EPS15	1646	1420	2055	3040
EPS15L1	527	495	605	1010
EPS8	476	395	720	1035
EPS8L1	40	39	50	80
ERAL1	582	525	863	1303
ERAP1	127	121	201	285
ERBB2	588	543	789	1192
ERBB3	36	30	45	67
ERBB4	120	123	144	233
ERBIN	2590	2295	3814	5524
ERC1	1289	1215	1147	1986
ERC2	381	304	436	741
ERCC1	501	453	721	1136
ERCC2	563	476	831	1123
ERCC3	1879	1656	2802	4006
ERCC4	637	659	849	1250
ERCC6	879	873	1212	1779
ERCC6L	1850	1597	2746	3941
ERCC6L2	1151	1016	1626	2374
ERCC8	474	502	759	1013
ERF	214	174	299	395
ERFE	33	24	30	69
ERG28	215	158	302	449
ERGIC1	429	343	913	1325
ERGIC2	1002	976	1595	2322
ERGIC3	2404	2165	3964	5421
ERH	1396	1483	2811	3494
ERI1	410	374	564	741
ERI2	681	593	1029	1445
ERI3	905	789	1404	1996
ERICH1	247	225	328	456
ERICH5	61	61	77	105
ERLEC1	669	600	987	1416
ERLIN1	500	485	624	899
ERLIN2	582	514	855	1276
ERMAP	110	105	120	208
ERMARD	322	296	526	709
ERMP1	350	297	440	746
ERN1	138	123	178	298
ERO1A	1484	1385	1685	2759
ERO1B	315	311	392	608
ERP29	1029	989	1929	2582
ERP44	848	778	1277	1929
ERRFI1	273	254	528	743
ERV3-1	94	84	106	162
ERVFRD-1	148	132	106	203
ERVK3-1	351	370	523	719
ESCO1	943	872	1307	1909
ESCO2	619	534	909	1416
ESD	2610	2416	4224	5882
ESF1	1553	1663	2329	2813
ESPL1	2440	1938	2399	3941
ESPNL	78	62	112	137
ESR2	32	36	42	56
ESRP2	257	209	291	426
ESRRA	227	217	371	485
ESRRG	37	45	45	51
ESS2	749	764	1039	1442
ESYT1	2465	2216	3311	5186
ESYT2	1185	1029	1769	2685
ETAA1	714	702	1135	1645
ETF1	3500	3460	5390	7715
ETFA	3298	3099	5268	7511
ETFB	999	981	1459	1785
ETFBKMT	23	16	35	31
ETFDH	893	789	1292	1821
ETFRF1	57	93	107	140
ETHE1	94	88	165	230
ETNK1	1069	916	1414	1989
ETNK2	149	161	226	330
ETNPPL	28	23	40	45
ETS2	371	279	378	626
ETV1	24	22	37	48
ETV3	240	238	411	612
ETV6	39	31	37	71
EVC	499	449	367	693
EVI2B	60	57	26	86
EVI5	1155	1035	1350	2177
EVI5L	180	156	213	327
EVL	381	313	388	628
EWSR1	6544	6486	10345	13917
EXD2	487	450	622	862
EXD3	32	33	28	41
EXO1	4194	3981	5869	8538
EXO5	64	71	117	136
EXOC1	1070	1039	1617	2317
EXOC2	1656	1475	2669	3577
EXOC3	713	668	952	1472
EXOC4	1492	1308	2075	3086
EXOC5	1346	1284	1949	2701
EXOC6	1116	1036	1598	2363
EXOC6B	1039	847	1232	1944
EXOC7	1420	1233	2236	3366
EXOC8	1549	1413	1875	2908
EXOG	473	431	471	745
EXOSC1	430	382	666	981
EXOSC10	3353	3002	5063	7412
EXOSC2	1673	1649	2325	3417
EXOSC3	1031	942	1338	1969
EXOSC4	536	444	676	949
EXOSC5	455	476	734	923
EXOSC6	159	196	159	292
EXOSC7	1172	1120	1597	2324
EXOSC8	1382	1320	1909	2733
EXOSC9	2053	2002	3098	4513
EXPH5	694	523	639	1082
EXT1	838	706	1305	1965
EXT2	1566	1485	2482	3554
EXTL2	292	218	396	594
EXTL3	468	430	642	945
EYA1	236	232	380	530
EYA2	67	48	85	152
EYA3	1079	789	1314	2089
EYA4	447	445	846	1152
EYS	112	106	177	295
EZH1	399	360	509	762
EZH2	1817	1708	2579	3530
EZR	2228	2210	3599	4417
F11R	202	202	283	446
F12	42	40	62	88
F2R	156	145	222	378
F2RL1	209	167	272	361
F3	29	30	31	59
F8	124	109	145	257
FAAH	19	33	58	57
FAAH2	30	38	45	58
FAAP100	659	564	936	1315
FAAP20	93	100	141	195
FAAP24	73	65	93	146
FABP3	34	21	38	68
FADD	262	212	361	495
FADS1	516	397	891	1212
FADS2	425	340	713	982
FADS3	84	72	126	213
FAF1	2546	2308	3664	5417
FAF2	1052	999	1942	2544
FAH	463	401	694	993
FAHD1	299	292	399	581
FAHD2A	234	197	332	452
FAHD2B	73	69	106	159
FAIM	933	864	1325	1589
FAM102A	67	59	64	119
FAM102B	281	259	360	516
FAM104A	139	144	213	290
FAM104B	182	154	249	379
FAM107B	129	128	184	285
FAM110B	55	45	56	64
FAM114A1	57	78	93	118
FAM114A2	511	472	776	1094
FAM117A	162	105	160	225
FAM117B	276	249	317	619
FAM118A	251	223	276	448
FAM118B	508	441	692	1088
FAM120A	2965	2727	3849	5696
FAM120AOS	137	109	199	278
FAM120B	1390	1174	1573	2631
FAM120C	233	183	284	476
FAM122A	170	159	306	405
FAM122B	515	377	525	856
FAM124A	20	19	29	45
FAM126A	857	775	1222	1792
FAM126B	491	428	659	945
FAM129A	43	41	65	84
FAM129B	834	746	1216	1765
FAM131A	41	27	47	62
FAM133B	130	145	209	311
FAM135A	1329	1195	1884	2709
FAM136A	421	373	644	836
FAM13A	810	799	1033	1470
FAM13B	1386	1245	1667	2664
FAM13C	68	53	84	87
FAM149A	53	44	62	96
FAM149B1	370	339	475	691
FAM151B	86	50	86	122
FAM155B	70	64	105	157
FAM160A1	236	183	271	415
FAM160A2	432	385	596	869
FAM160B1	487	428	607	864
FAM160B2	129	95	144	201
FAM161A	328	337	396	496
FAM161B	86	82	141	181
FAM162A	873	893	1257	1877
FAM166A	56	46	166	227
FAM168A	82	59	147	197
FAM168B	365	273	653	900
FAM169A	990	898	1296	1874
FAM171A1	633	577	799	1175
FAM171A2	112	103	170	210
FAM171B	372	335	590	935
FAM172A	295	319	417	611
FAM173A	250	226	350	506
FAM174A	89	64	115	142
FAM177A1	265	238	394	513
FAM184A	798	765	1010	1483
FAM184B	98	62	82	118
FAM185A	107	99	108	222
FAM186B	114	82	81	112
FAM189A1	29	13	23	42
FAM189B	414	342	321	587
FAM192A	505	506	883	1269
FAM193A	612	520	517	988
FAM193B	544	404	567	888
FAM199X	1297	1125	2058	2877
FAM200A	266	248	333	517
FAM200B	379	362	483	752
FAM204A	887	934	1210	1693
FAM206A	135	130	186	292
FAM207A	174	201	200	324
FAM20A	24	13	32	38
FAM20B	815	752	1007	1508
FAM20C	37	47	51	92
FAM210A	259	248	367	495
FAM210B	139	130	167	231
FAM214A	283	218	314	542
FAM214B	12	17	22	36
FAM216A	592	512	1067	1540
FAM217B	452	385	656	972
FAM219A	78	76	110	171
FAM219B	227	234	327	499
FAM221A	62	58	77	105
FAM222A	38	20	70	110
FAM222B	80	57	78	153
FAM227A	134	126	151	267
FAM227B	30	30	35	64
FAM228B	19	17	28	43
FAM229B	155	140	230	289
FAM234A	33	34	55	88
FAM234B	479	444	560	866
FAM241A	115	101	135	163
FAM241B	20	13	52	45
FAM32A	373	341	430	639
FAM3A	349	331	479	682
FAM3C	22	40	48	70
FAM45A	82	59	94	121
FAM49B	1194	1135	1970	2820
FAM50A	1393	1513	2236	2798
FAM50B	34	31	60	65
FAM53A	23	17	40	55
FAM53B	393	360	575	832
FAM53C	337	311	791	1030
FAM57A	225	209	311	446
FAM71E1	37	28	41	69
FAM72A	42	41	47	71
FAM72B	27	39	49	77
FAM76A	336	327	496	795
FAM76B	289	291	587	716
FAM78A	17	12	28	33
FAM81A	85	40	106	132
FAM83B	122	83	149	232
FAM83D	964	835	1383	2117
FAM83G	336	313	360	621
FAM83H	170	166	204	304
FAM84B	255	226	384	601
FAM89A	128	125	155	236
FAM89B	84	61	95	144
FAM8A1	338	367	508	732
FAM91A1	1204	1135	1854	2596
FAM92A	413	387	607	795
FAM95C	69	56	50	117
FAM98A	1291	1217	1684	2199
FAM98B	515	334	440	898
FAM98C	79	69	117	151
FAN1	836	766	1104	1609
FANCA	2265	1765	2321	3867
FANCB	1286	1240	1541	2418
FANCC	421	364	553	805
FANCD2	4285	3867	5579	8386
FANCE	431	333	489	694
FANCG	733	633	977	1413
FANCI	6473	5999	9229	13716
FANCL	837	868	1274	1827
FANCM	1700	1667	2213	3349
FAR1	2069	1937	2977	4130
FAR2	496	458	868	1246
FARP1	506	390	593	919
FARP2	749	618	1022	1392
FARS2	449	428	700	1030
FARSA	2304	2176	3107	4861
FARSB	2136	1738	3257	4727
FAS	82	73	106	125
FASN	12103	8956	7673	18123
FASTK	865	813	1308	1832
FASTKD1	1137	1055	1846	2552
FASTKD2	1681	1505	2312	3440
FASTKD3	431	421	796	1093
FASTKD5	1106	803	1483	2151
FAT1	5781	5042	7430	11596
FAT2	110	83	67	169
FAT3	405	352	569	853
FAT4	662	597	790	1237
FAU	3797	3386	6819	9333
FAXC	187	183	208	312
FAXDC2	69	54	49	70
FBF1	400	343	474	791
FBH1	1821	1669	2687	3740
FBL	3417	3380	5123	6299
FBLIM1	40	40	45	68
FBLN1	219	191	238	348
FBLN2	22	16	31	36
FBLN5	43	43	35	59
FBN1	1055	902	1135	1940
FBN2	3808	3296	4263	7018
FBRS	374	265	300	530
FBRSL1	346	278	253	485
FBXL12	158	136	224	282
FBXL13	76	58	58	87
FBXL14	163	130	284	365
FBXL15	177	147	215	335
FBXL17	180	159	230	345
FBXL18	175	158	231	336
FBXL19	862	689	945	1423
FBXL2	201	164	224	359
FBXL20	239	207	348	513
FBXL3	1246	1130	1655	2416
FBXL4	629	589	889	1258
FBXL5	1302	1161	1611	2458
FBXL6	263	234	354	499
FBXL8	43	36	26	63
FBXO10	476	322	520	814
FBXO11	1313	1067	1115	2086
FBXO16	48	54	66	103
FBXO17	63	50	74	116
FBXO21	1180	1048	1677	2506
FBXO22	1392	1278	1760	2540
FBXO25	218	191	359	543
FBXO27	13	17	30	44
FBXO28	1233	1051	1786	2660
FBXO3	824	759	1268	1714
FBXO30	1152	961	1306	1969
FBXO31	228	240	292	447
FBXO32	78	69	125	174
FBXO33	416	483	847	1186
FBXO34	724	606	987	1412
FBXO36	11	18	21	33
FBXO38	877	758	1260	1819
FBXO4	177	175	276	389
FBXO41	43	40	37	68
FBXO42	628	583	859	1421
FBXO44	103	84	140	174
FBXO45	154	129	262	329
FBXO46	148	140	182	325
FBXO48	25	16	36	46
FBXO5	1762	1661	2827	3841
FBXO7	1955	1560	2946	4212
FBXO8	230	218	325	451
FBXO9	1694	1469	2183	3206
FBXW11	1245	1240	1757	2642
FBXW2	957	909	1231	1697
FBXW4	253	208	286	503
FBXW5	833	725	1306	1922
FBXW7	635	558	958	1301
FBXW8	310	301	312	545
FBXW9	197	216	372	464
FCF1	486	461	623	831
FCGRT	73	81	137	154
FCHO1	34	39	62	75
FCHO2	440	416	639	920
FCHSD1	111	94	127	172
FCHSD2	490	430	540	879
FDFT1	1811	1682	2739	4111
FDPS	2939	2608	4512	6245
FDX1	241	280	332	446
FDX2	135	108	164	222
FDXACB1	146	115	192	297
FDXR	296	300	453	579
FECH	635	525	906	1342
FEM1A	813	778	1396	1913
FEM1B	2104	1826	3117	4522
FEM1C	578	489	681	978
FEN1	2140	2063	3340	4552
FER	592	527	741	1136
FER1L5	39	50	45	88
