	isrib_a_hek	isrib_b_hek	ribo_isrib_a	ribo_isrib_b	ribo_tm_a	ribo_tm_b	ribo_tmisrib_a	ribo_tmisrib_b	ribo_untr_a	ribo_untr_b	tm_a_hek	tm_b_hek	tmisrib_a_hek	tmisrib_b_hek	untr_a_hek	untr_b_hek
SLC9A3R2	125	89	92	128	88	51	147	162	177	243	90	86	143	228	121	107
SLC9A5	88	58	4	9	8	9	25	26	19	30	48	67	105	146	88	70
SLC9A6	511	412	110	156	139	88	248	239	216	328	381	494	758	1078	520	436
SLC9A7	313	199	119	183	110	70	249	222	270	314	224	288	477	655	313	250
SLC9A8	145	116	53	82	56	44	108	115	147	163	100	121	175	307	174	139
SLC9A9	53	33	7	12	5	6	17	19	11	17	21	57	83	95	63	42
SLC9B2	276	234	81	99	87	49	133	137	148	202	201	261	396	646	304	265
SLC9C1	15	21	0	0	0	0	0	2	0	0	11	20	21	37	28	32
SLCO4A1	152	121	192	235	208	110	255	248	370	492	135	150	277	359	168	186
SLCO4C1	23	28	82	67	57	33	127	110	141	136	19	32	40	67	28	28
SLCO5A1	88	79	8	13	35	16	36	25	42	34	77	94	117	182	102	101
SLCO6A1	100	71	0	0	0	0	0	0	0	0	48	50	95	158	85	94
SLF1	977	748	244	309	254	192	378	383	538	623	716	941	1469	2157	1087	910
SLF2	1880	1569	247	317	476	309	417	442	646	731	1576	1927	2733	4206	2208	1896
SLFN5	33	28	22	33	29	18	53	60	60	71	21	32	54	75	36	49
SLFNL1	80	104	0	0	0	0	0	1	0	0	54	55	107	189	83	89
SLIRP	1838	1003	1147	1495	1330	931	2063	1939	2528	2761	1249	1826	2984	4150	1939	1824
SLIT1	49	46	28	23	30	16	59	52	63	58	21	37	62	108	55	47
SLIT2	4689	4975	969	1343	1114	647	2012	2027	2086	2577	3324	4272	6184	10519	5791	5105
SLITRK3	65	63	19	36	34	17	32	39	52	39	47	50	86	121	78	80
SLITRK5	259	249	58	69	67	41	107	109	128	162	205	263	372	525	374	331
SLK	3770	2823	1431	1701	1335	970	2323	2525	2688	3162	2921	3753	5835	7907	4110	3906
SLMAP	1561	1372	171	217	137	99	275	262	333	372	1288	1564	2290	3605	1904	1686
SLTM	2327	1630	639	794	563	436	1058	1031	1231	1513	1717	2127	3232	4003	2209	2161
SLU7	1242	929	636	826	982	661	1076	1043	1192	1481	1033	1247	2045	2713	1268	1303
SLX4	323	419	61	84	69	37	97	119	140	151	231	311	439	807	457	437
SLX4IP	134	112	40	57	55	37	71	52	93	92	87	122	204	267	128	132
SMAD1	211	155	110	187	165	104	257	219	270	341	166	209	304	422	197	179
SMAD2	875	694	361	445	268	214	584	566	744	812	660	769	1254	1799	889	804
SMAD3	97	101	141	210	174	111	269	252	353	404	73	88	149	229	111	96
SMAD4	637	529	332	459	459	269	586	612	714	851	565	693	951	1527	667	593
SMAD5	1195	797	619	778	662	436	1095	1097	1358	1572	937	1091	1647	2377	1110	946
SMAD6	163	178	19	31	40	28	70	66	66	66	109	156	245	407	167	163
SMAD7	242	170	46	66	56	38	97	89	92	109	127	189	313	472	159	148
SMAD9	182	153	224	287	222	139	432	416	557	551	106	166	216	367	145	149
SMAGP	14	13	23	37	31	14	47	34	61	52	10	27	31	34	13	21
SMAP1	536	405	442	619	430	300	789	824	901	1138	426	493	761	1131	580	510
SMAP2	440	391	406	491	480	305	761	674	804	1052	320	397	643	985	512	494
SMARCA1	1547	1167	1245	1491	1338	903	2222	2264	2581	2879	1233	1524	2434	3279	1786	1929
SMARCA2	751	597	438	592	557	384	766	793	874	1076	485	676	986	1370	813	817
SMARCA4	2729	3394	2037	2805	2456	1624	3695	3624	4408	5447	1832	2615	3489	6631	4026	3500
SMARCA5	6503	5307	2483	3044	2668	1893	4077	4261	4801	5430	4930	6410	9954	14174	7557	7097
SMARCAD1	1955	1401	713	793	761	547	1074	1201	1257	1465	1426	1801	2737	3964	2034	1972
SMARCAL1	637	525	206	283	163	123	379	337	454	516	457	643	922	1360	653	622
SMARCB1	1950	1628	1088	1590	1060	674	1794	1877	2181	3029	1561	1959	2917	4340	2044	2035
SMARCC1	6348	5664	1556	2110	1844	1202	2816	2808	3496	3951	4489	6022	8400	12213	7419	6660
SMARCC2	1079	1173	840	1131	853	581	1511	1492	1840	2086	754	989	1394	2317	1385	1194
SMARCD1	1201	1267	742	995	769	467	1205	1276	1437	1672	851	1125	1705	2859	1580	1424
SMARCD2	1309	996	720	966	810	494	1333	1321	1734	1981	1142	1349	2232	3350	1285	1110
SMARCD3	251	182	50	53	38	18	88	69	91	99	163	244	382	540	221	244
SMARCE1	1409	950	195	252	266	185	342	335	415	520	1085	1367	2214	2718	1181	1297
SMC1A	6949	6224	4125	5370	4609	2958	7100	7013	7763	10438	4902	6080	9639	12860	7638	7168
SMC2	4110	3055	1486	1821	1557	1139	2697	2658	3046	3399	3174	4027	6305	8713	4493	4414
SMC3	5584	4108	2419	2842	2331	1778	4090	4498	4781	5375	4003	5343	8275	10536	5933	5764
SMC4	9745	7798	3397	3926	3747	2696	5462	5832	6265	7341	6807	8989	14070	19413	10415	10010
SMC5	2284	1924	313	421	347	271	555	581	678	742	1636	2181	3469	4709	2346	2186
SMC6	2363	1721	381	465	390	274	634	715	790	883	1730	2150	3475	4533	2343	2309
SMCHD1	3473	2547	1298	1561	1388	975	2108	2294	2604	2816	2573	3243	5145	7449	3635	3439
SMCO4	23	23	13	23	27	14	31	23	34	50	11	18	31	38	26	21
SMCR8	1431	1283	149	187	134	76	254	206	238	358	1001	1392	1949	3198	1596	1349
SMDT1	87	77	171	283	184	112	336	350	450	550	61	80	136	201	123	122
SMG1	5051	5103	453	514	596	363	999	838	923	987	3408	4567	6662	11236	6981	6107
SMG5	3953	3099	428	618	385	212	783	696	939	1089	2986	3778	5675	8395	3857	3244
SMG6	686	810	357	449	396	254	546	623	640	890	541	620	937	1660	1024	901
SMG7	1220	1564	283	396	212	195	516	553	661	715	703	1038	1572	2785	1617	1162
SMG8	1404	953	522	695	704	465	888	946	993	1335	1140	1344	2219	3078	1330	1132
SMG9	367	359	481	694	654	407	777	847	984	1544	305	371	516	792	390	349
SMIM10	13	15	42	66	60	44	65	82	114	121	20	14	23	33	16	12
SMIM10L1	98	58	101	127	125	77	157	116	180	200	49	83	111	163	99	72
SMIM12	153	119	120	175	174	121	177	199	219	329	113	144	260	320	185	164
SMIM13	99	67	60	83	94	41	121	121	163	177	67	96	146	207	107	129
SMIM15	282	197	47	87	83	57	119	121	146	203	232	254	403	600	291	271
SMIM19	141	101	52	73	75	34	87	78	95	105	115	160	254	350	140	119
SMIM20	55	23	66	112	83	50	111	98	140	201	42	55	99	144	58	38
SMIM26	316	167	414	569	399	267	649	744	862	1000	240	298	473	733	340	367
SMIM27	58	29	15	11	21	11	19	16	22	27	27	47	94	121	62	54
SMIM29	63	39	17	32	18	10	28	28	33	40	44	32	60	117	60	45
SMIM30	163	103	53	89	89	65	134	118	154	215	127	170	329	421	173	155
SMIM4	289	190	169	215	230	166	208	274	345	434	203	284	503	689	298	259
SMIM7	56	41	26	26	37	20	48	32	52	69	50	58	94	154	62	60
SMIM8	104	64	91	111	108	69	115	137	219	185	86	107	152	230	109	110
SMN1	44	21	28	38	16	24	38	44	59	31	46	56	87	94	33	34
SMNDC1	397	426	512	637	512	382	792	806	1071	1179	260	324	545	919	596	574
SMO	533	482	91	122	108	39	158	150	145	250	465	550	854	1220	636	529
SMOC1	291	321	233	302	270	147	441	433	483	667	208	336	398	736	403	407
SMOX	126	72	47	66	58	33	68	64	74	92	78	105	166	264	105	93
SMPD1	93	75	81	104	97	52	131	141	157	207	57	96	150	181	88	73
SMPD2	204	161	96	120	100	65	168	156	204	237	139	184	327	437	182	170
SMPD4	1054	948	301	430	368	210	542	540	645	839	785	1054	1559	2281	1098	942
SMPDL3A	93	57	101	117	93	58	179	199	208	223	82	90	116	217	84	77
SMPDL3B	154	130	69	93	87	52	149	150	164	203	118	133	228	303	179	176
SMS	1037	710	256	340	270	173	505	490	661	711	821	1096	1706	2185	1006	1069
SMTN	226	233	89	121	187	91	183	131	174	266	160	233	310	520	301	214
SMU1	2008	1488	820	1041	960	602	1233	1403	1761	1863	1670	1914	3145	4403	2011	1833
SMUG1	266	179	50	80	96	73	119	87	138	167	228	254	407	572	278	279
SMURF1	471	445	123	127	145	59	203	243	232	257	307	431	648	971	613	528
SMURF2	946	795	97	101	59	30	139	152	191	215	792	911	1501	2192	1053	913
SMYD2	772	585	168	199	153	106	323	315	386	391	625	774	1201	1761	891	825
SMYD3	282	257	101	97	87	49	149	134	174	182	225	277	459	668	341	319
SMYD4	450	399	148	175	172	97	238	234	265	329	362	429	654	1089	531	461
SMYD5	507	371	197	259	229	133	348	374	420	488	320	476	740	1078	546	498
SNAI2	235	178	6	7	9	4	10	4	7	7	170	262	393	514	164	143
SNAP23	431	346	459	563	445	292	710	777	914	1028	339	472	686	1035	371	327
SNAP29	330	239	254	353	245	156	402	422	543	622	244	298	461	667	299	272
SNAP47	1455	1087	270	388	361	213	435	404	571	693	1203	1437	2364	3549	1497	1282
SNAP91	42	33	53	62	80	37	119	103	145	158	31	35	56	78	38	35
SNAPC1	334	224	184	215	193	134	263	343	410	416	219	279	535	665	294	311
SNAPC2	69	50	58	84	74	45	91	92	131	194	28	53	94	110	58	63
SNAPC3	360	315	298	362	333	192	557	578	599	737	271	385	549	816	455	402
SNAPC4	603	626	277	329	327	173	491	431	520	592	403	521	768	1284	815	601
SNAPC5	150	81	67	78	86	57	103	120	169	160	105	136	218	300	116	105
SNAPIN	304	202	216	222	194	117	317	334	401	475	253	283	500	705	345	306
SNCA	182	102	147	189	159	112	271	266	331	383	138	167	295	342	146	132
SNCAIP	17	12	15	15	15	10	31	15	60	44	19	11	22	31	11	13
SND1	4485	3663	2632	3453	2550	1678	4398	4487	5101	6543	3671	4369	6797	10018	4759	4387
SNED1	36	35	10	13	9	1	32	24	18	28	25	27	52	73	53	37
SNF8	1167	900	588	796	483	334	980	956	1124	1448	834	1133	1728	2458	1366	1330
SNIP1	358	230	196	260	224	134	235	272	326	410	253	314	468	713	325	270
SNN	25	19	1	3	7	2	8	6	9	5	24	27	39	36	27	28
SNPH	43	32	34	41	26	17	52	49	69	84	33	23	48	68	39	32
SNRK	625	488	107	132	88	66	193	197	214	215	468	563	919	1230	623	631
SNRNP200	8399	8311	4104	5435	4736	3022	7634	7231	8441	10471	5651	8342	11267	18194	9961	8839
SNRNP25	491	326	99	139	103	84	188	167	203	286	347	465	728	1098	537	504
SNRNP27	486	448	182	285	230	186	322	310	409	563	345	448	729	1102	612	591
SNRNP35	216	136	83	100	91	69	107	115	126	237	137	197	309	414	198	208
SNRNP40	2671	1823	895	1160	895	623	1502	1618	1859	2315	2091	2600	4198	5974	2782	2583
SNRNP48	713	612	124	150	128	95	210	221	303	305	552	719	1236	1562	815	753
SNRNP70	3704	2761	1668	2188	1917	1238	2447	2527	3197	4715	2707	3730	5651	7735	3410	3149
SNRPA	1250	911	1037	1376	985	669	1527	1540	2145	2574	998	1298	1856	2759	1040	868
SNRPA1	487	407	329	463	374	193	518	623	727	714	293	470	666	976	518	554
SNRPB	6146	4202	4501	5824	5404	3264	7033	7100	8901	11522	5174	6142	10187	13911	6271	5650
SNRPB2	1308	914	562	675	635	434	754	906	1104	1304	1101	1230	2133	2995	1319	1333
SNRPC	1249	786	1283	1839	1751	1148	1774	2288	2635	3394	956	1291	2055	2825	1149	984
SNRPD1	1290	828	668	861	768	614	924	1132	1277	1285	938	1352	2092	2586	1485	1533
SNRPD2	3453	2136	1429	2028	1230	806	2469	2485	3202	3557	2932	3638	5986	8246	3568	3121
SNRPD3	399	249	0	0	2	0	0	1	1	0	263	386	610	827	401	387
SNRPE	297	124	19	31	45	24	23	24	34	47	157	290	488	660	307	294
SNRPF	1389	723	863	1183	1194	682	1626	1511	1586	2620	921	1348	1995	2652	1318	1365
SNRPG	545	320	52	39	86	50	54	99	93	96	443	547	868	1188	473	359
SNTA1	220	149	22	41	33	13	54	44	72	63	152	204	325	419	201	163
SNTB1	83	68	42	60	37	34	82	88	91	126	50	65	98	169	76	75
SNTB2	300	232	195	248	220	127	322	334	443	482	199	265	398	593	318	330
SNU13	1090	713	1449	1991	1914	1102	2379	2592	3350	3668	880	1146	1799	2489	1040	848
SNUPN	481	400	230	363	253	177	432	378	510	712	401	488	749	1094	559	509
SNW1	2064	1364	676	913	817	514	1077	1210	1310	1684	1462	1835	3179	4361	2108	1975
SNX1	784	745	554	742	591	366	920	951	1197	1442	564	694	1235	1614	886	838
SNX10	87	57	128	170	118	92	225	225	307	297	69	73	140	202	82	90
SNX11	194	144	85	103	119	69	146	109	147	194	142	219	299	438	207	171
SNX12	294	182	283	380	269	197	455	424	522	676	197	279	498	653	341	334
SNX13	1231	907	86	115	96	71	156	187	221	204	985	1143	2012	2862	1334	1170
SNX14	1086	799	556	692	545	378	1032	1052	1265	1222	932	1160	1748	2507	1219	1170
SNX15	181	122	74	112	84	64	122	125	156	210	138	150	222	305	148	152
SNX16	74	62	20	20	16	21	25	42	34	37	51	62	80	126	93	90
SNX17	1594	1298	654	811	557	352	1183	1233	1312	1783	1284	1646	2661	3508	1952	1722
SNX18	217	141	132	158	150	93	185	219	255	300	186	227	342	505	236	213
SNX2	2161	1460	1399	1740	1505	997	2365	2434	3061	3265	1755	2193	3509	4652	2153	1857
SNX21	73	61	36	49	40	28	42	64	65	94	55	83	104	182	83	94
SNX22	39	29	32	46	67	28	58	68	57	82	24	41	58	100	35	34
SNX24	48	61	47	54	43	28	86	77	111	100	48	45	97	161	86	82
SNX25	789	662	60	74	47	38	130	122	149	146	642	794	1267	1830	941	863
SNX27	656	668	522	631	515	332	866	867	1102	1286	461	620	892	1410	797	656
SNX29	230	223	14	29	21	14	27	31	32	39	168	209	286	519	265	212
SNX3	667	427	804	1019	633	446	1300	1302	1647	1916	510	680	1088	1517	658	676
SNX30	181	159	64	108	86	54	127	138	184	213	124	196	270	368	219	214
SNX33	61	48	21	54	31	23	57	52	77	77	29	63	68	107	66	46
SNX4	767	574	346	452	342	224	625	655	750	840	632	757	1284	1720	832	816
SNX5	3708	2997	215	310	232	147	437	417	489	580	2828	3603	5949	8480	4021	3817
SNX6	1460	999	675	798	631	443	1089	1198	1406	1489	1213	1551	2483	3463	1613	1541
SNX7	446	324	137	169	154	83	255	248	291	337	391	483	785	1106	530	487
SNX8	251	161	92	130	114	62	165	131	188	214	161	204	319	434	224	186
SNX9	982	792	362	539	426	275	669	683	851	911	808	1045	1484	2218	1141	1029
SOAT1	1234	879	478	618	556	318	895	858	973	1145	963	1174	1823	2603	1048	970
SOBP	147	152	41	63	46	24	94	75	91	117	115	143	204	345	203	169
SOCS2	105	75	7	10	7	7	12	15	33	20	79	90	193	212	107	97
SOCS4	530	400	71	97	73	68	133	130	188	180	355	541	770	1130	532	450
SOCS5	204	160	36	62	47	31	59	59	83	74	147	189	297	409	227	215
SOCS6	228	168	54	75	68	34	88	88	90	141	180	234	354	477	231	219
SOCS7	148	138	36	44	45	15	53	61	49	93	108	123	192	338	179	150
SOD1	5204	3415	3435	4512	3706	2324	6132	5700	6822	9286	4049	5231	8386	11832	5609	5394
SOD2	297	192	217	336	362	214	370	417	499	635	210	283	480	680	294	237
SOGA1	244	323	106	123	105	77	170	135	191	256	151	224	251	589	421	341
SON	13158	14538	4291	5348	6054	4143	7207	7734	8224	9988	9244	11603	17817	32368	18488	15171
SORBS1	51	68	54	58	67	45	86	82	92	133	39	64	80	119	68	68
SORBS3	55	80	239	292	348	175	342	384	462	543	35	47	80	116	90	65
SORCS1	36	44	5	0	12	11	37	29	1	12	31	33	71	118	51	46
SORD	270	221	106	199	132	95	226	180	261	317	208	254	437	545	310	303
SORL1	319	300	106	139	94	57	227	232	220	233	251	305	438	767	403	330
SORT1	1048	882	569	868	566	314	1136	1067	1190	1378	754	984	1467	2282	1121	988
SOS1	798	910	192	243	185	153	310	370	459	482	577	784	1008	1749	1132	1004
SOS2	621	542	89	95	99	62	151	133	190	183	445	597	951	1325	756	667
SOWAHA	11	13	13	17	25	8	28	31	40	44	22	22	28	38	18	19
SOWAHC	42	25	42	75	50	31	84	78	113	138	22	46	78	94	34	40
SOX12	81	74	89	180	139	77	187	167	324	344	42	81	105	198	167	152
SOX13	47	72	62	74	84	52	74	88	129	157	31	57	77	99	70	53
SOX2	29	15	103	159	157	87	149	158	193	241	21	40	50	61	35	30
SOX4	297	199	546	745	687	458	894	925	1169	1665	200	281	445	664	298	250
SOX5	51	44	50	74	52	31	83	95	120	126	23	50	55	97	42	38
SOX6	50	55	21	22	20	9	29	15	39	47	39	49	71	136	56	55
SOX9	27	22	97	122	96	77	115	136	170	236	12	18	29	48	28	24
SP1	1521	1158	861	1205	898	622	1463	1590	1933	2098	1054	1478	1966	3109	1393	1088
SP2	58	121	190	298	240	137	298	334	380	486	29	51	75	132	83	63
SP3	2173	1500	447	579	509	311	720	791	922	1012	1574	2027	3190	4703	1957	1684
SP4	432	312	146	138	161	114	189	222	291	308	323	392	627	884	359	317
SP9	43	52	82	135	92	59	102	118	139	211	41	55	75	116	69	49
SPA17	185	134	71	98	81	63	117	134	198	180	159	172	266	392	158	160
SPACA9	65	35	34	44	33	20	41	46	63	93	36	47	67	117	37	53
SPAG1	218	186	126	220	162	110	298	297	334	377	174	224	365	534	293	274
SPAG16	255	212	219	312	183	131	406	440	472	539	217	292	435	595	343	319
SPAG17	18	16	2	0	1	0	2	4	1	2	11	24	27	43	17	12
SPAG4	38	29	6	1	4	2	6	10	6	5	18	37	54	95	45	32
SPAG5	2500	1878	691	932	905	591	1252	1282	1361	1680	1932	2485	3822	5784	2688	2394
SPAG7	453	311	255	388	292	167	420	382	478	639	330	398	668	948	462	480
SPAG8	20	15	4	6	0	3	3	2	6	7	15	19	14	37	13	12
SPAG9	4043	2928	1184	1566	1215	844	2125	2251	2574	2957	3005	3985	5916	8480	4122	3698
SPARCL1	31	30	2	1	1	2	0	4	2	2	20	30	31	52	29	22
SPART	2141	1538	1581	2130	1678	1122	2533	2645	3166	3804	1767	2148	3396	4849	2269	2048
SPAST	574	424	166	222	170	123	273	296	359	398	448	544	915	1314	669	636
SPATA1	16	24	0	0	0	0	1	2	1	1	14	13	21	31	26	16
SPATA13	29	19	26	33	22	20	36	30	29	49	24	24	31	64	43	28
SPATA17	55	42	9	10	11	7	13	17	16	30	39	58	81	143	66	43
SPATA18	55	44	22	41	22	12	65	52	48	68	46	50	85	121	62	67
SPATA2	59	67	63	69	68	45	101	82	124	150	37	49	87	134	62	61
SPATA20	275	199	56	93	61	31	121	114	150	173	222	273	383	596	270	240
SPATA24	72	63	33	59	50	35	102	98	91	130	48	75	109	146	81	81
SPATA2L	76	63	66	103	76	55	103	107	117	194	59	58	111	163	80	72
SPATA33	59	53	21	20	41	24	40	29	47	60	46	63	113	137	57	60
SPATA5	1118	928	255	306	288	210	406	438	479	603	865	1053	1683	2385	1262	1336
SPATA5L1	356	287	237	327	345	216	431	436	532	643	266	330	509	792	421	352
SPATA6	80	81	46	64	39	37	83	84	117	126	56	65	94	173	95	89
SPATA7	169	139	44	48	17	23	66	79	84	75	160	172	277	429	218	142
SPATC1L	185	147	2	1	1	1	2	0	4	2	141	173	266	368	186	169
SPATS2	375	378	197	237	159	108	323	309	460	462	320	386	593	916	471	432
SPATS2L	484	345	298	360	268	178	427	445	562	667	417	471	769	1188	481	437
SPC24	626	462	352	479	417	237	596	620	768	945	484	576	981	1485	652	681
SPC25	540	413	498	579	579	382	795	863	1041	1220	346	515	785	1135	639	633
SPCS1	1002	526	547	723	740	460	847	929	1164	1334	734	999	1630	2233	884	781
SPCS2	100	90	45	52	77	48	68	65	93	85	68	80	137	174	119	101
SPCS3	804	574	541	720	495	332	1082	1094	1152	1252	637	832	1421	1813	937	970
SPDL1	2153	1688	801	972	876	613	1251	1438	1691	1841	1701	2156	3345	4632	2495	2506
SPDYA	53	47	0	0	1	0	0	0	0	1	50	55	90	134	51	38
SPECC1	1253	1137	193	199	215	110	297	297	334	345	902	1184	1758	2633	1369	1314
SPECC1L	542	411	85	108	90	52	138	111	157	207	381	491	769	1082	557	478
SPEF2	93	95	36	29	31	29	58	51	60	71	80	94	106	205	108	88
SPEG	56	52	36	35	60	24	91	64	98	83	35	43	78	130	94	74
SPEN	14299	19914	1752	2264	2473	1517	3833	3302	3520	3859	9267	12432	18055	36516	23935	20245
SPG11	1521	1247	409	486	449	303	735	775	850	899	1194	1487	2262	3373	1732	1428
SPG21	597	509	225	328	203	125	454	406	560	587	479	642	1062	1497	739	656
SPG7	948	948	113	184	166	98	298	261	316	364	687	936	1300	2085	1223	1097
SPHAR	29	21	0	0	0	0	0	0	0	0	19	29	30	63	31	44
SPHK1	69	48	20	26	34	15	34	33	53	48	55	64	97	147	89	74
SPHK2	126	99	56	75	68	34	89	66	104	142	82	124	190	274	180	155
SPIDR	926	834	185	255	217	140	354	384	383	478	735	899	1398	2030	1131	1141
SPIN1	511	427	181	213	206	111	312	351	354	398	381	465	712	1048	618	613
SPIN2B	18	18	2	1	2	3	4	5	4	12	15	21	32	53	17	15
SPIN3	98	74	8	14	19	8	22	16	21	36	75	104	168	228	111	113
SPIN4	155	186	124	180	162	124	212	201	276	381	127	163	228	375	203	193
SPINDOC	423	352	122	204	113	79	244	234	294	420	350	443	725	922	447	454
SPINK5	37	29	0	1	2	2	3	2	2	2	30	39	41	70	42	62
SPINT2	222	155	653	873	758	383	1326	1291	1582	1789	201	247	370	473	252	239
SPIRE1	525	367	135	125	112	79	262	214	272	331	388	510	812	1202	582	515
SPIRE2	115	79	18	29	17	22	48	49	75	58	67	98	125	217	111	113
SPNS1	611	509	230	259	170	120	392	371	425	560	475	641	881	1286	589	451
SPOCK3	28	21	0	1	0	0	0	4	0	0	23	31	41	58	32	33
SPON1	140	141	192	295	221	106	398	378	418	576	129	161	223	343	172	154
SPOP	953	718	231	281	297	188	460	400	580	666	703	969	1411	1932	958	1009
SPOPL	253	208	66	88	66	45	109	125	147	163	195	240	382	557	312	269
SPOUT1	449	372	257	346	295	162	346	347	478	610	321	329	648	850	434	465
SPPL2A	396	355	271	326	210	128	528	529	484	654	336	403	688	999	516	478
SPPL2B	191	186	65	85	66	36	125	105	106	171	135	170	231	419	231	203
SPPL3	266	219	196	296	167	101	456	398	429	520	192	246	374	554	254	200
SPR	170	120	112	158	113	72	203	219	260	338	127	166	263	407	259	199
SPRED1	149	114	47	76	54	36	91	105	115	129	103	165	240	348	169	143
SPRED2	65	80	60	78	58	39	116	85	110	124	33	62	90	130	84	61
SPRTN	1342	1056	352	430	432	325	527	575	650	815	1051	1337	2152	2902	1572	1389
SPRY1	100	109	52	89	55	40	106	67	95	117	66	82	138	179	154	122
SPRY2	47	54	115	212	176	101	204	207	221	321	30	61	96	139	56	61
SPRYD3	96	71	118	155	169	100	208	198	234	341	75	133	179	246	128	121
SPRYD4	151	132	184	231	199	127	319	281	375	487	115	123	202	316	149	134
SPRYD7	194	116	284	369	273	176	480	461	583	636	142	179	303	389	192	194
SPSB1	64	51	32	48	51	20	70	67	80	97	44	66	86	115	52	39
SPSB2	49	47	15	11	15	18	13	19	17	23	49	62	106	147	62	60
SPSB3	270	214	76	95	95	50	112	135	132	216	211	239	344	533	274	251
SPSB4	20	14	7	3	5	1	7	10	7	8	12	25	22	30	23	13
SPTAN1	6590	6489	1688	2339	2149	1355	3021	2963	3217	4386	4673	6115	8980	14733	8255	7602
SPTB	189	236	55	81	93	42	131	100	114	146	144	190	261	471	261	262
SPTBN1	7037	5936	894	1189	1273	686	1743	1558	1317	2081	5278	6795	10182	15171	7556	6914
SPTBN2	1333	1292	303	378	362	211	667	577	581	743	1045	1263	1871	2877	1793	1558
SPTBN4	22	19	71	44	49	44	94	109	82	111	28	24	36	59	16	37
SPTLC1	858	651	443	583	401	234	820	723	833	1040	724	868	1459	1975	898	758
SPTLC2	713	572	321	466	333	217	566	565	677	864	569	735	1073	1752	898	846
SPTSSA	60	37	128	178	199	117	213	204	266	311	33	54	100	107	44	51
SPTY2D1	680	649	234	301	233	219	343	365	385	504	569	690	1148	1677	731	601
SPTY2D1OS	13	24	0	1	4	1	1	4	9	4	16	20	29	49	25	19
SQLE	1925	1482	1022	1247	1104	651	1867	1865	2138	2498	1562	1941	3206	4397	2005	1748
SQSTM1	1807	1359	1250	1672	1533	913	1717	1756	2012	3380	1489	1646	2887	4057	1946	1815
SRA1	406	275	323	447	371	226	543	560	587	757	328	382	639	910	401	397
SRBD1	1616	1179	295	356	321	253	478	516	588	671	1229	1535	2440	3501	1728	1626
SRC	125	149	199	300	144	112	384	363	449	559	95	94	153	320	164	120
SRCAP	131	175	43	66	55	24	86	68	84	113	49	83	122	299	151	83
SRCIN1	19	30	15	22	24	11	40	31	42	34	10	22	26	42	27	29
SRD5A1	60	60	27	40	34	13	44	39	59	67	58	56	109	163	80	86
SRD5A3	357	259	116	159	138	60	212	192	236	336	316	409	632	904	374	308
SREBF1	684	713	212	316	288	166	489	440	527	628	527	646	958	1515	979	738
SREBF2	950	991	542	728	559	334	1090	1032	1192	1382	647	868	1162	2033	1254	964
SREK1	2537	1551	351	418	387	279	552	572	742	859	1872	2312	3584	4512	2160	2287
SREK1IP1	461	397	62	88	90	56	127	113	141	144	419	415	625	1007	495	384
SRF	500	376	194	255	214	107	323	291	375	503	356	473	709	947	342	301
SRFBP1	759	562	360	477	366	287	516	613	689	817	475	704	1111	1542	797	780
SRGAP1	118	126	71	106	85	52	176	158	178	232	81	76	127	263	132	139
SRGAP2	372	447	95	159	118	87	180	209	225	298	247	326	433	791	445	395
SRGAP2B	31	36	3	9	7	11	10	15	15	13	38	38	53	63	53	53
SRGAP2C	60	48	11	25	16	9	26	26	40	45	33	56	85	121	69	58
SRGAP3	53	68	22	27	30	11	48	30	42	37	45	78	96	133	55	68
SRI	1176	874	661	900	686	445	1115	1149	1538	1414	990	1234	1950	2865	1246	1037
SRM	1093	1183	1131	1488	821	486	1948	1848	2378	3088	676	973	1432	2284	1358	1128
SRP14	774	507	1257	1630	1478	972	2041	2064	2604	2902	584	869	1209	1457	706	729
SRP19	579	340	394	475	352	247	550	609	746	831	402	527	885	1182	545	508
SRP54	1535	1080	974	1255	1023	785	1659	1702	2033	2259	1362	1510	2400	3395	1450	1447
SRP68	1398	1448	781	970	812	532	1330	1286	1570	1929	1029	1341	2060	3130	1630	1622
SRP72	2682	2311	812	1030	684	491	1240	1281	1528	1808	1997	2553	3964	5927	2773	2564
SRP9	157	135	57	61	57	47	113	94	111	132	141	167	271	343	154	159
SRPK1	3844	2886	1803	2195	1901	1331	2913	3014	3649	3906	2911	3765	5714	7813	4047	3649
SRPK2	807	722	535	728	606	394	856	960	997	1300	569	718	1165	1714	910	858
SRPK3	44	52	0	3	1	3	1	1	1	0	29	46	66	105	82	69
SRPRA	1253	1264	823	1025	842	589	1326	1357	1633	2025	880	1095	1724	2682	1598	1331
SRPRB	1329	968	745	996	707	462	1233	1360	1532	1850	1129	1376	2213	3255	1371	1265
SRPX	29	21	54	70	38	25	98	98	105	130	23	27	47	50	47	25
SRR	536	455	79	121	101	60	185	177	177	221	431	543	808	1221	516	434
SRRD	601	456	147	180	175	96	267	277	331	349	501	624	993	1447	641	558
SRRM1	1434	1749	1268	1570	1435	1048	1898	2142	2507	2790	916	1147	1909	3280	1944	1794
SRRM2	8382	16373	6275	8161	7006	4687	10329	10825	12016	14521	5216	6989	9972	23279	15942	11723
SRRM5	29	32	2	0	1	1	1	2	2	3	19	21	34	67	49	38
SRRT	3333	2698	1296	1805	1407	919	1955	2020	2189	3419	2132	3100	4451	6327	3284	3161
