ENSG00000000003	1323
ENSG00000000005	8
ENSG00000000419	658
ENSG00000000457	164
ENSG00000000460	356
ENSG00000000938	605
ENSG00000000971	1294
ENSG00000001036	2042
ENSG00000001084	2236
ENSG00000001167	809
ENSG00000001460	456
ENSG00000001461	668
ENSG00000001497	604
ENSG00000001561	2245
ENSG00000001617	285
ENSG00000001626	5
ENSG00000001629	3758
ENSG00000001630	2951
ENSG00000001631	338
ENSG00000002016	171
ENSG00000002330	2064
ENSG00000002549	7691
ENSG00000002586	13279
ENSG00000002587	780
ENSG00000002726	2
ENSG00000002745	179
ENSG00000002746	400
ENSG00000002822	648
ENSG00000002834	5002
ENSG00000002919	1300
ENSG00000002933	6267
ENSG00000003056	2809
ENSG00000003096	375
ENSG00000003137	290
ENSG00000003147	449
ENSG00000003249	180
ENSG00000003393	757
ENSG00000003400	406
ENSG00000003402	1521
ENSG00000003436	1043
ENSG00000003509	285
ENSG00000003756	1776
ENSG00000003987	579
ENSG00000003989	667
ENSG00000004059	5413
ENSG00000004139	275
ENSG00000004142	3575
ENSG00000004399	4314
ENSG00000004455	2133
ENSG00000004468	450
ENSG00000004478	3632
ENSG00000004487	1740
ENSG00000004534	894
ENSG00000004660	965
ENSG00000004700	492
ENSG00000004766	1057
ENSG00000004776	3191
ENSG00000004777	680
ENSG00000004779	2453
ENSG00000004799	2788
ENSG00000004809	0
ENSG00000004838	154
ENSG00000004846	0
ENSG00000004848	171
ENSG00000004864	992
ENSG00000004866	1066
ENSG00000004897	1042
ENSG00000004939	13
ENSG00000004948	16
ENSG00000004961	839
ENSG00000004975	628
ENSG00000005001	0
ENSG00000005007	2270
ENSG00000005020	3843
ENSG00000005022	9333
ENSG00000005059	1454
ENSG00000005073	44
ENSG00000005075	1597
ENSG00000005100	663
ENSG00000005102	3
ENSG00000005108	648
ENSG00000005156	440
ENSG00000005175	776
ENSG00000005187	9
ENSG00000005189	111
ENSG00000005194	1452
ENSG00000005206	688
ENSG00000005238	1146
ENSG00000005243	759
ENSG00000005249	1496
ENSG00000005302	1157
ENSG00000005339	1701
ENSG00000005379	889
ENSG00000005381	59
ENSG00000005421	16
ENSG00000005436	419
ENSG00000005448	523
ENSG00000005469	1094
ENSG00000005471	136
