ENSG00000000003	4557
ENSG00000000005	2
ENSG00000000419	1192
ENSG00000000457	447
ENSG00000000460	800
ENSG00000000938	363
ENSG00000000971	544
ENSG00000001036	3841
ENSG00000001084	1162
ENSG00000001167	1269
ENSG00000001460	147
ENSG00000001461	637
ENSG00000001497	1374
ENSG00000001561	229
ENSG00000001617	218
ENSG00000001626	1
ENSG00000001629	6155
ENSG00000001630	6598
ENSG00000001631	691
ENSG00000002016	678
ENSG00000002330	2620
ENSG00000002549	6314
ENSG00000002586	23450
ENSG00000002587	261
ENSG00000002726	3
ENSG00000002745	67
ENSG00000002746	120
ENSG00000002822	1253
ENSG00000002834	8737
ENSG00000002919	1784
ENSG00000002933	2720
ENSG00000003056	3611
ENSG00000003096	749
ENSG00000003137	46
ENSG00000003147	519
ENSG00000003249	383
ENSG00000003393	1408
ENSG00000003400	391
ENSG00000003402	2076
ENSG00000003436	2180
ENSG00000003509	527
ENSG00000003756	6121
ENSG00000003987	108
ENSG00000003989	331
ENSG00000004059	7381
ENSG00000004139	1184
ENSG00000004142	5819
ENSG00000004399	5067
ENSG00000004455	3387
ENSG00000004468	704
ENSG00000004478	5221
ENSG00000004487	5114
ENSG00000004534	3197
ENSG00000004660	129
ENSG00000004700	1407
ENSG00000004766	1782
ENSG00000004776	3735
ENSG00000004777	2418
ENSG00000004779	2386
ENSG00000004799	1294
ENSG00000004809	3
ENSG00000004838	115
ENSG00000004846	8
ENSG00000004848	1025
ENSG00000004864	2262
ENSG00000004866	1727
ENSG00000004897	1972
ENSG00000004939	12
ENSG00000004948	0
ENSG00000004961	1063
ENSG00000004975	2196
ENSG00000005001	1
ENSG00000005007	5103
ENSG00000005020	912
ENSG00000005022	15064
ENSG00000005059	3687
ENSG00000005073	0
ENSG00000005075	2592
ENSG00000005100	1807
ENSG00000005102	0
ENSG00000005108	1383
ENSG00000005156	1766
ENSG00000005175	1213
ENSG00000005187	18
ENSG00000005189	281
ENSG00000005194	3773
ENSG00000005206	3209
ENSG00000005238	1274
ENSG00000005243	324
ENSG00000005249	483
ENSG00000005302	1478
ENSG00000005339	4688
ENSG00000005379	380
ENSG00000005381	9
ENSG00000005421	1
ENSG00000005436	775
ENSG00000005448	1303
ENSG00000005469	1670
ENSG00000005471	187
ENSG00000005483	4053
ENSG00000005486	9481
ENSG00000005513	7432
ENSG00000005700	1985
ENSG00000005801	1216
ENSG00000005810	1920
ENSG00000005812	2853
ENSG00000005844	475
ENSG00000005882	2726
ENSG00000005884	3898
ENSG00000005889	1512
ENSG00000005893	5794
ENSG00000005961	47
ENSG00000005981	8
ENSG00000006007	4714
ENSG00000006015	1507
ENSG00000006016	39
ENSG00000006025	894
ENSG00000006042	554
ENSG00000006047	11
ENSG00000006059	0
ENSG00000006062	982
ENSG00000006071	52
ENSG00000006116	124
ENSG00000006118	5953
ENSG00000006125	10125
ENSG00000006128	1851
ENSG00000006194	1179
ENSG00000006210	3464
ENSG00000006282	1030
ENSG00000006283	147
ENSG00000006327	3500
ENSG00000006377	11
ENSG00000006432	28
ENSG00000006451	4410
ENSG00000006453	23
ENSG00000006459	607
ENSG00000006468	15682
ENSG00000006530	2402
ENSG00000006534	257
ENSG00000006555	0
ENSG00000006576	1003
ENSG00000006606	8
ENSG00000006607	427
ENSG00000006611	7
ENSG00000006625	1034
ENSG00000006634	1240
ENSG00000006638	155
ENSG00000006652	3069
ENSG00000006659	0
ENSG00000006695	552
ENSG00000006704	1427
ENSG00000006712	4221
ENSG00000006715	5184
ENSG00000006740	197
ENSG00000006744	3672
ENSG00000006747	1521
ENSG00000006756	1803
ENSG00000006757	682
ENSG00000006788	0
ENSG00000006831	3959
ENSG00000006837	229
ENSG00000007001	4
ENSG00000007038	2
ENSG00000007047	2497
ENSG00000007062	1154
ENSG00000007080	3509
ENSG00000007129	62
ENSG00000007168	9688
ENSG00000007171	3642
ENSG00000007174	528
ENSG00000007202	9438
ENSG00000007216	0
ENSG00000007237	3704
ENSG00000007255	372
ENSG00000007264	96
ENSG00000007306	0
ENSG00000007312	15
ENSG00000007314	0
ENSG00000007341	1065
ENSG00000007350	11
ENSG00000007372	2005
ENSG00000007376	1222
ENSG00000007384	1167
ENSG00000007392	1949
ENSG00000007402	55
ENSG00000007516	600
ENSG00000007520	1822
ENSG00000007541	2544
ENSG00000007545	899
ENSG00000007866	453
ENSG00000007908	8
ENSG00000007923	2560
ENSG00000007933	14
ENSG00000007944	102
ENSG00000007952	51
ENSG00000007968	422
ENSG00000008018	5843
ENSG00000008056	1256
ENSG00000008083	754
ENSG00000008086	44
ENSG00000008118	166
ENSG00000008128	244
ENSG00000008130	2824
ENSG00000008196	55
ENSG00000008197	0
ENSG00000008226	79
ENSG00000008256	2406
ENSG00000008277	591
ENSG00000008282	5441
ENSG00000008283	280
ENSG00000008294	10271
ENSG00000008300	1396
ENSG00000008311	1246
ENSG00000008323	2
ENSG00000008324	731
ENSG00000008382	635
ENSG00000008394	1077
ENSG00000008405	2825
ENSG00000008438	2
ENSG00000008441	9936
ENSG00000008513	852
ENSG00000008516	627
ENSG00000008517	784
ENSG00000008710	4776
ENSG00000008735	960
ENSG00000008838	4455
ENSG00000008853	1445
ENSG00000008869	1431
ENSG00000008952	7680
ENSG00000008988	15069
ENSG00000009307	16523
ENSG00000009335	4203
ENSG00000009413	1991
ENSG00000009694	1470
ENSG00000009709	0
ENSG00000009724	164
ENSG00000009765	0
ENSG00000009780	265
ENSG00000009790	77
ENSG00000009830	2876
ENSG00000009844	3411
ENSG00000009950	320
ENSG00000009954	6203
ENSG00000010017	4177
ENSG00000010030	16
ENSG00000010072	632
ENSG00000010165	1542
ENSG00000010219	812
ENSG00000010244	9769
ENSG00000010256	12763
ENSG00000010270	5216
ENSG00000010278	7179
ENSG00000010282	122
ENSG00000010292	3413
ENSG00000010295	2236
ENSG00000010310	22
ENSG00000010318	158
ENSG00000010319	239
ENSG00000010322	5635
ENSG00000010327	3418
ENSG00000010361	1669
ENSG00000010379	20
ENSG00000010404	18987
ENSG00000010438	120
ENSG00000010539	615
ENSG00000010610	2199
ENSG00000010626	548
ENSG00000010671	463
ENSG00000010704	472
ENSG00000010803	1535
ENSG00000010810	14537
ENSG00000010818	1892
ENSG00000010932	6
ENSG00000011007	3559
ENSG00000011009	1684
ENSG00000011021	1998
ENSG00000011028	11305
ENSG00000011052	112
ENSG00000011083	12
ENSG00000011105	2073
ENSG00000011114	1750
ENSG00000011132	1246
ENSG00000011143	981
ENSG00000011198	2394
ENSG00000011201	3255
ENSG00000011243	2739
ENSG00000011258	1148
ENSG00000011260	2390
ENSG00000011275	3047
ENSG00000011295	3077
ENSG00000011304	12061
ENSG00000011332	901
ENSG00000011347	584
ENSG00000011376	2841
ENSG00000011405	3882
ENSG00000011422	356
ENSG00000011426	2951
ENSG00000011451	4154
ENSG00000011454	3596
ENSG00000011465	6860
ENSG00000011478	769
ENSG00000011485	5752
ENSG00000011523	1990
ENSG00000011566	2915
ENSG00000011590	2
ENSG00000011600	2160
ENSG00000011638	228
ENSG00000011677	97
ENSG00000012048	1040
ENSG00000012061	3778
ENSG00000012124	17
ENSG00000012171	730
ENSG00000012174	1824
ENSG00000012211	145
ENSG00000012223	990
ENSG00000012232	14829
ENSG00000012504	0
ENSG00000012660	8375
ENSG00000012779	812
ENSG00000012817	1535
ENSG00000012822	3002
ENSG00000012963	5615
ENSG00000012983	1661
ENSG00000013016	974
ENSG00000013275	7466
ENSG00000013288	2581
ENSG00000013293	189
ENSG00000013297	474
ENSG00000013306	4787
ENSG00000013364	2498
ENSG00000013374	3027
ENSG00000013375	1898
ENSG00000013392	1067
ENSG00000013441	1913
ENSG00000013503	715
ENSG00000013523	1793
ENSG00000013561	3508
ENSG00000013563	569
ENSG00000013573	902
ENSG00000013583	666
ENSG00000013588	71
ENSG00000013619	1697
ENSG00000013725	44
ENSG00000013810	1754
ENSG00000014123	1496
ENSG00000014138	338
ENSG00000014164	1151
ENSG00000014216	5081
ENSG00000014257	37
ENSG00000014641	5784
ENSG00000014824	4745
ENSG00000014914	1156
ENSG00000014919	487
ENSG00000015133	480
ENSG00000015153	1496
ENSG00000015171	1704
ENSG00000015285	476
ENSG00000015413	939
ENSG00000015475	2909
ENSG00000015479	6857
ENSG00000015520	2
ENSG00000015532	949
ENSG00000015568	0
ENSG00000015592	1515
ENSG00000015676	9138
ENSG00000016082	0
ENSG00000016391	1807
ENSG00000016402	200
ENSG00000016490	0
ENSG00000016602	9
ENSG00000016864	4707
ENSG00000017260	4944
ENSG00000017427	38
ENSG00000017483	6548
ENSG00000017797	2401
ENSG00000018189	3053
ENSG00000018236	1270
ENSG00000018280	960
ENSG00000018408	13251
ENSG00000018510	2379
ENSG00000018610	663
ENSG00000018625	6282
ENSG00000018699	973
ENSG00000018869	479
ENSG00000019102	45
ENSG00000019144	6654
ENSG00000019169	25
ENSG00000019186	15
ENSG00000019485	318
ENSG00000019505	346
ENSG00000019549	331
ENSG00000019582	37743
ENSG00000019991	636
ENSG00000019995	1298
ENSG00000020129	3315
ENSG00000020181	782
ENSG00000020256	1238
ENSG00000020426	454
ENSG00000020577	992
ENSG00000020633	274
ENSG00000020922	1055
ENSG00000021300	6845
ENSG00000021355	999
ENSG00000021461	1
ENSG00000021488	34
ENSG00000021574	1927
ENSG00000021645	487
ENSG00000021762	1108
ENSG00000021776	2565
ENSG00000021826	359
