ENSG00000000003	3140
ENSG00000000005	7
ENSG00000000419	1134
ENSG00000000457	381
ENSG00000000460	693
ENSG00000000938	605
ENSG00000000971	765
ENSG00000001036	1984
ENSG00000001084	1642
ENSG00000001167	1353
ENSG00000001460	465
ENSG00000001461	371
ENSG00000001497	1001
ENSG00000001561	2290
ENSG00000001617	455
ENSG00000001626	1
ENSG00000001629	4822
ENSG00000001630	3223
ENSG00000001631	737
ENSG00000002016	627
ENSG00000002330	2797
ENSG00000002549	4233
ENSG00000002586	18561
ENSG00000002587	929
ENSG00000002726	4
ENSG00000002745	34
ENSG00000002746	247
ENSG00000002822	719
ENSG00000002834	5477
ENSG00000002919	1873
ENSG00000002933	4299
ENSG00000003056	2882
ENSG00000003096	1057
ENSG00000003137	118
ENSG00000003147	512
ENSG00000003249	166
ENSG00000003393	1071
ENSG00000003400	283
ENSG00000003402	2277
ENSG00000003436	1532
ENSG00000003509	450
ENSG00000003756	4315
ENSG00000003987	100
ENSG00000003989	651
ENSG00000004059	7199
ENSG00000004139	937
ENSG00000004142	4258
ENSG00000004399	4962
ENSG00000004455	3238
ENSG00000004468	1513
ENSG00000004478	3229
ENSG00000004487	4726
ENSG00000004534	3418
ENSG00000004660	153
ENSG00000004700	947
ENSG00000004766	1291
ENSG00000004776	1981
ENSG00000004777	2030
ENSG00000004779	1821
ENSG00000004799	1021
ENSG00000004809	12
ENSG00000004838	2616
ENSG00000004846	0
ENSG00000004848	351
ENSG00000004864	1720
ENSG00000004866	1658
ENSG00000004897	1631
ENSG00000004939	22
ENSG00000004948	15
ENSG00000004961	802
ENSG00000004975	1568
ENSG00000005001	0
ENSG00000005007	1957
ENSG00000005020	1702
ENSG00000005022	9485
ENSG00000005059	2137
ENSG00000005073	116
ENSG00000005075	2297
ENSG00000005100	1205
ENSG00000005102	1
ENSG00000005108	1484
ENSG00000005156	1068
ENSG00000005175	1046
ENSG00000005187	12
ENSG00000005189	353
ENSG00000005194	1877
ENSG00000005206	1441
ENSG00000005238	719
ENSG00000005243	1224
ENSG00000005249	1251
ENSG00000005302	1224
ENSG00000005339	1686
ENSG00000005379	777
ENSG00000005381	68
ENSG00000005421	3
ENSG00000005436	724
ENSG00000005448	1266
ENSG00000005469	1605
ENSG00000005471	175
ENSG00000005483	3560
ENSG00000005486	6699
ENSG00000005513	3053
ENSG00000005700	1949
ENSG00000005801	1002
ENSG00000005810	1694
ENSG00000005812	2635
ENSG00000005844	256
ENSG00000005882	2264
ENSG00000005884	1047
ENSG00000005889	1659
ENSG00000005893	3488
ENSG00000005961	55
ENSG00000005981	5
ENSG00000006007	2648
ENSG00000006015	760
ENSG00000006016	32
ENSG00000006025	585
ENSG00000006042	2280
ENSG00000006047	21
ENSG00000006059	1
ENSG00000006062	1071
ENSG00000006071	500
ENSG00000006116	81
ENSG00000006118	3297
ENSG00000006125	5349
ENSG00000006128	31
ENSG00000006194	634
ENSG00000006210	1737
ENSG00000006282	2281
ENSG00000006283	279
ENSG00000006327	1140
ENSG00000006377	292
ENSG00000006432	51
ENSG00000006451	3743
ENSG00000006453	52
ENSG00000006459	1108
ENSG00000006468	13514
ENSG00000006530	1518
ENSG00000006534	282
ENSG00000006555	6
ENSG00000006576	1255
ENSG00000006606	6
ENSG00000006607	363
ENSG00000006611	96
ENSG00000006625	940
ENSG00000006634	1336
ENSG00000006638	133
ENSG00000006652	3482
ENSG00000006659	0
ENSG00000006695	452
ENSG00000006704	1053
ENSG00000006712	2089
ENSG00000006715	3929
ENSG00000006740	103
ENSG00000006744	4839
ENSG00000006747	1323
ENSG00000006756	1305
ENSG00000006757	196
ENSG00000006788	6
ENSG00000006831	2918
ENSG00000006837	336
ENSG00000007001	32
ENSG00000007038	1
ENSG00000007047	1412
ENSG00000007062	1287
ENSG00000007080	1439
ENSG00000007129	84
ENSG00000007168	7327
ENSG00000007171	109
ENSG00000007174	1119
ENSG00000007202	6878
ENSG00000007216	0
ENSG00000007237	2329
ENSG00000007255	445
ENSG00000007264	59
ENSG00000007306	0
ENSG00000007312	49
ENSG00000007314	6
ENSG00000007341	548
ENSG00000007350	271
ENSG00000007372	1068
ENSG00000007376	581
ENSG00000007384	473
ENSG00000007392	1315
ENSG00000007402	81
ENSG00000007516	757
ENSG00000007520	864
ENSG00000007541	1451
ENSG00000007545	508
ENSG00000007866	385
ENSG00000007908	9
ENSG00000007923	1552
ENSG00000007933	23
ENSG00000007944	230
ENSG00000007952	37
ENSG00000007968	531
ENSG00000008018	6976
ENSG00000008056	678
ENSG00000008083	771
ENSG00000008086	72
ENSG00000008118	15
ENSG00000008128	344
ENSG00000008130	2250
ENSG00000008196	43
ENSG00000008197	0
ENSG00000008226	341
ENSG00000008256	1495
ENSG00000008277	491
ENSG00000008282	5168
ENSG00000008283	343
ENSG00000008294	7365
ENSG00000008300	1213
ENSG00000008311	614
ENSG00000008323	10
ENSG00000008324	1067
ENSG00000008382	533
ENSG00000008394	9883
ENSG00000008405	1468
ENSG00000008438	1
ENSG00000008441	5956
ENSG00000008513	995
ENSG00000008516	232
ENSG00000008517	1376
ENSG00000008710	2056
ENSG00000008735	530
ENSG00000008838	3397
ENSG00000008853	822
ENSG00000008869	1260
ENSG00000008952	5383
ENSG00000008988	15029
ENSG00000009307	15317
ENSG00000009335	3644
ENSG00000009413	2599
ENSG00000009694	614
ENSG00000009709	0
ENSG00000009724	158
ENSG00000009765	2
ENSG00000009780	274
ENSG00000009790	78
ENSG00000009830	896
ENSG00000009844	2600
ENSG00000009950	52
ENSG00000009954	3995
ENSG00000010017	3406
ENSG00000010030	88
ENSG00000010072	543
ENSG00000010165	1232
ENSG00000010219	999
ENSG00000010244	8107
ENSG00000010256	6930
ENSG00000010270	6232
ENSG00000010278	10178
ENSG00000010282	64
ENSG00000010292	3791
ENSG00000010295	939
ENSG00000010310	43
ENSG00000010318	159
ENSG00000010319	44
ENSG00000010322	3034
ENSG00000010327	8329
ENSG00000010361	1325
ENSG00000010379	14
ENSG00000010404	6382
ENSG00000010438	38
ENSG00000010539	334
ENSG00000010610	2718
ENSG00000010626	1078
ENSG00000010671	375
ENSG00000010704	594
ENSG00000010803	1406
ENSG00000010810	11310
ENSG00000010818	1201
ENSG00000010932	3
ENSG00000011007	2934
ENSG00000011009	1070
ENSG00000011021	1495
ENSG00000011028	3878
ENSG00000011052	69
ENSG00000011083	11
ENSG00000011105	762
ENSG00000011114	769
ENSG00000011132	517
